booking_id,customer_id,service_type,service_price,booking_date,appointment_date,appointment_hour,booking_lead_time_days,past_visit_count,past_cancellation_count,past_no_show_count,payment_method,branch,day_of_week,is_weekend,customer_age,gender,appointment_outcome
BK_05976,CUST_1978,Bridal Package,15000,2026-01-13,2026-01-29,17,16,11,0,0,Online Prepaid,Jayanagar,Thursday,0,25,Female,Show
BK_05977,CUST_1048,Haircut,500,2025-08-27,2025-08-29,12,2,10,0,0,Online Prepaid,Koramangala,Friday,0,32,Female,Show
BK_05978,CUST_0699,Haircut,500,2025-10-05,2025-10-10,9,5,14,0,0,Online Prepaid,Indiranagar,Friday,0,20,Female,Show
BK_05979,CUST_0625,Hair Treatment,4000,2025-11-28,2025-11-30,17,2,4,0,0,Card on File,Indiranagar,Sunday,1,19,Female,Show
BK_05980,CUST_0068,Facial,1500,2025-10-09,2025-10-21,19,12,5,0,0,Pay at Salon (Cash),HSR Layout,Tuesday,0,28,Male,No-Show
BK_05981,CUST_1938,Hair Coloring,2500,2025-10-25,2025-10-29,13,4,9,0,0,Online Prepaid,Koramangala,Wednesday,0,18,Female,Show
BK_05982,CUST_0527,Haircut,500,2025-10-26,2025-11-03,18,8,3,0,0,Pay at Salon (Cash),HSR Layout,Monday,0,39,Female,Show
BK_05983,CUST_1128,Hair Coloring,2500,2026-01-16,2026-01-27,11,11,3,0,0,Online Prepaid,Jayanagar,Tuesday,0,27,Male,Show
BK_05984,CUST_1663,Hair Treatment,4000,2026-02-06,2026-02-10,11,4,3,0,0,UPI Prepaid,HSR Layout,Tuesday,0,37,Female,Show
BK_05985,CUST_1732,Facial,1500,2026-02-14,2026-02-21,13,7,13,0,0,Online Prepaid,Koramangala,Saturday,1,32,Female,Show
BK_05986,CUST_1344,Haircut,500,2025-11-09,2025-11-10,10,1,7,0,0,UPI Prepaid,Koramangala,Monday,0,44,Male,Show
BK_05987,CUST_1855,Haircut,500,2025-11-12,2025-11-14,9,2,1,0,0,Card on File,Koramangala,Friday,0,25,Male,No-Show
BK_05988,CUST_0798,Spa & Massage,3000,2026-01-16,2026-01-20,19,4,2,0,0,Online Prepaid,HSR Layout,Tuesday,0,31,Male,Show
BK_05989,CUST_1001,Facial,1500,2026-01-23,2026-02-05,13,13,2,0,0,Pay at Salon (Cash),Indiranagar,Thursday,0,18,Other,Show
BK_05990,CUST_0966,Hair Coloring,2500,2025-12-28,2026-01-02,20,5,6,0,0,Online Prepaid,Jayanagar,Friday,0,18,Female,Show
BK_05991,CUST_1456,Haircut,500,2025-09-21,2025-09-24,18,3,5,0,0,Card on File,HSR Layout,Wednesday,0,45,Female,Show
BK_05992,CUST_0228,Hair Coloring,2500,2025-12-11,2025-12-31,10,20,1,0,0,Pay at Salon (Cash),Indiranagar,Wednesday,0,42,Female,Show
BK_05993,CUST_1965,Hair Coloring,2500,2025-08-29,2025-08-31,9,2,2,0,0,UPI Prepaid,Koramangala,Sunday,1,33,Male,Show
BK_05994,CUST_0381,Hair Treatment,4000,2025-10-23,2025-10-25,16,2,1,0,0,UPI Prepaid,Koramangala,Saturday,1,38,Female,Show
BK_05995,CUST_1279,Hair Coloring,2500,2025-12-07,2025-12-10,10,3,5,0,0,Pay at Salon (Cash),Indiranagar,Wednesday,0,18,Female,No-Show
BK_05996,CUST_1691,Facial,1500,2025-11-13,2025-11-17,17,4,1,0,0,Pay at Salon (Cash),HSR Layout,Monday,0,38,Female,Show
BK_05997,CUST_1148,Spa & Massage,3000,2025-09-24,2025-10-06,11,12,1,0,0,Online Prepaid,HSR Layout,Monday,0,51,Female,No-Show
BK_05998,CUST_1007,Hair Coloring,2500,2026-01-30,2026-01-31,17,1,11,0,0,Online Prepaid,Indiranagar,Saturday,1,44,Female,Show
BK_05999,CUST_1832,Hair Coloring,2500,2025-09-29,2025-10-04,18,5,12,0,0,Online Prepaid,Jayanagar,Saturday,1,24,Male,Show
BK_06000,CUST_1684,Spa & Massage,3000,2025-09-19,2025-09-23,18,4,8,0,0,Pay at Salon (Cash),Jayanagar,Tuesday,0,43,Female,No-Show
BK_06001,CUST_0062,Hair Treatment,4000,2026-01-14,2026-01-20,19,6,3,0,0,UPI Prepaid,HSR Layout,Tuesday,0,30,Male,Show
BK_06002,CUST_1301,Spa & Massage,3000,2026-02-09,2026-02-17,19,8,4,0,0,Card on File,Koramangala,Tuesday,0,32,Female,No-Show
BK_06003,CUST_1685,Hair Coloring,2500,2025-10-21,2025-11-01,12,11,9,0,0,UPI Prepaid,Whitefield,Saturday,1,47,Male,Show
BK_06004,CUST_0353,Haircut,500,2025-11-29,2025-12-06,14,7,5,0,0,Card on File,Indiranagar,Saturday,1,28,Female,Show
BK_06005,CUST_0089,Spa & Massage,3000,2025-12-29,2026-01-06,10,8,4,0,0,Online Prepaid,Whitefield,Tuesday,0,31,Female,Show
BK_06006,CUST_1933,Facial,1500,2025-09-29,2025-10-06,18,7,3,0,0,UPI Prepaid,Indiranagar,Monday,0,24,Female,Show
BK_06007,CUST_1907,Facial,1500,2025-11-08,2025-11-09,17,1,1,0,0,Online Prepaid,Koramangala,Sunday,1,21,Female,Show
BK_06008,CUST_1014,Bridal Package,15000,2026-02-04,2026-02-17,13,13,5,0,0,UPI Prepaid,Indiranagar,Tuesday,0,40,Male,Show
BK_06009,CUST_0058,Spa & Massage,3000,2025-09-05,2025-09-08,18,3,1,0,0,Pay at Salon (Cash),Whitefield,Monday,0,29,Male,No-Show
BK_06010,CUST_1193,Spa & Massage,3000,2025-12-12,2025-12-23,14,11,5,0,0,Online Prepaid,Koramangala,Tuesday,0,44,Female,Show
BK_06011,CUST_0307,Bridal Package,15000,2025-10-02,2025-10-04,18,2,1,0,0,UPI Prepaid,HSR Layout,Saturday,1,48,Female,Show
BK_06012,CUST_1759,Hair Coloring,2500,2025-09-06,2025-09-10,20,4,2,0,0,Online Prepaid,Whitefield,Wednesday,0,50,Male,Show
BK_06013,CUST_1985,Haircut,500,2025-08-31,2025-09-05,16,5,16,1,1,Card on File,Whitefield,Friday,0,18,Male,Show
BK_06014,CUST_0363,Bridal Package,15000,2026-02-15,2026-02-16,13,1,9,0,0,Card on File,Whitefield,Monday,0,45,Female,Show
BK_06015,CUST_1069,Haircut,500,2025-09-18,2025-09-19,13,1,1,0,0,UPI Prepaid,Indiranagar,Friday,0,27,Female,Show
BK_06016,CUST_0256,Hair Coloring,2500,2025-09-16,2025-09-22,13,6,39,0,0,Online Prepaid,HSR Layout,Monday,0,24,Female,Show
BK_06017,CUST_1854,Bridal Package,15000,2025-10-23,2025-10-24,18,1,3,0,0,Online Prepaid,Whitefield,Friday,0,34,Other,Show
BK_06018,CUST_1852,Hair Coloring,2500,2025-11-12,2025-11-15,19,3,11,0,0,Pay at Salon (Cash),HSR Layout,Saturday,1,18,Female,No-Show
BK_06019,CUST_0796,Haircut,500,2025-09-06,2025-09-14,12,8,4,0,0,Pay at Salon (Cash),Whitefield,Sunday,1,34,Female,Show
BK_06020,CUST_1693,Haircut,500,2026-01-04,2026-01-09,12,5,1,0,0,Pay at Salon (Cash),Koramangala,Friday,0,26,Female,Show
BK_06021,CUST_1828,Hair Coloring,2500,2025-10-18,2025-10-27,17,9,8,0,0,Pay at Salon (Cash),Whitefield,Monday,0,42,Male,No-Show
BK_06022,CUST_1368,Bridal Package,15000,2025-08-25,2025-08-31,18,6,5,0,0,Card on File,Indiranagar,Sunday,1,31,Female,Show
BK_06023,CUST_0154,Hair Treatment,4000,2026-02-03,2026-02-09,12,6,4,0,0,UPI Prepaid,HSR Layout,Monday,0,19,Female,Show
BK_06024,CUST_0999,Hair Treatment,4000,2026-01-05,2026-01-13,12,8,7,0,0,Pay at Salon (Cash),Koramangala,Tuesday,0,46,Female,No-Show
BK_06025,CUST_1899,Haircut,500,2026-02-01,2026-02-12,20,11,3,0,0,Online Prepaid,Whitefield,Thursday,0,18,Male,Show
BK_06026,CUST_1936,Hair Coloring,2500,2026-01-21,2026-01-22,18,1,1,0,0,UPI Prepaid,Koramangala,Thursday,0,41,Female,Show
BK_06027,CUST_0727,Spa & Massage,3000,2025-10-30,2025-10-31,13,1,3,0,0,Pay at Salon (Cash),Indiranagar,Friday,0,27,Female,Show
BK_06028,CUST_1164,Spa & Massage,3000,2026-01-13,2026-01-23,9,10,2,0,0,UPI Prepaid,Indiranagar,Friday,0,38,Male,Show
BK_06029,CUST_0621,Haircut,500,2026-01-25,2026-02-02,12,8,5,0,0,Online Prepaid,Koramangala,Monday,0,35,Female,Show
BK_06030,CUST_0126,Facial,1500,2025-11-28,2025-11-29,15,1,1,0,0,Pay at Salon (Cash),Whitefield,Saturday,1,40,Male,No-Show
BK_06031,CUST_0318,Facial,1500,2025-12-04,2025-12-09,16,5,6,0,0,Card on File,HSR Layout,Tuesday,0,34,Male,No-Show
BK_06032,CUST_1024,Hair Treatment,4000,2025-08-29,2025-09-07,19,9,4,0,0,UPI Prepaid,HSR Layout,Sunday,1,31,Female,Show
BK_06033,CUST_1696,Hair Coloring,2500,2026-01-05,2026-01-07,14,2,2,0,0,UPI Prepaid,Koramangala,Wednesday,0,28,Female,Show
BK_06034,CUST_1773,Facial,1500,2025-10-09,2025-10-19,9,10,4,0,0,UPI Prepaid,Koramangala,Sunday,1,39,Male,Show
BK_06035,CUST_1025,Hair Coloring,2500,2026-02-04,2026-02-21,12,17,2,0,0,Online Prepaid,Jayanagar,Saturday,1,41,Female,Show
BK_06036,CUST_0559,Spa & Massage,3000,2026-02-13,2026-02-16,13,3,2,0,0,Pay at Salon (Cash),Indiranagar,Monday,0,38,Female,Show
BK_06037,CUST_1251,Haircut,500,2025-12-22,2025-12-26,19,4,13,0,0,UPI Prepaid,Whitefield,Friday,0,18,Male,No-Show
BK_06038,CUST_1577,Facial,1500,2025-09-13,2025-09-16,18,3,7,0,0,Pay at Salon (Cash),Whitefield,Tuesday,0,20,Female,Show
BK_06039,CUST_0011,Haircut,500,2025-12-03,2025-12-07,18,4,7,0,0,Card on File,Indiranagar,Sunday,1,30,Male,No-Show
BK_06040,CUST_0225,Haircut,500,2025-10-03,2025-10-05,11,2,6,0,0,Pay at Salon (Cash),Jayanagar,Sunday,1,41,Female,Show
BK_06041,CUST_0375,Haircut,500,2025-10-13,2025-10-18,14,5,2,0,0,Online Prepaid,Koramangala,Saturday,1,35,Female,Show
BK_06042,CUST_1243,Facial,1500,2025-09-04,2025-09-09,14,5,8,0,0,Card on File,Whitefield,Tuesday,0,35,Male,Show
BK_06043,CUST_1327,Hair Treatment,4000,2026-02-02,2026-02-11,12,9,22,0,0,Card on File,Whitefield,Wednesday,0,19,Male,No-Show
BK_06044,CUST_0698,Facial,1500,2025-10-22,2025-10-26,18,4,3,0,0,UPI Prepaid,Koramangala,Sunday,1,28,Female,No-Show
BK_06045,CUST_0195,Haircut,500,2025-12-04,2025-12-06,12,2,4,0,0,Pay at Salon (Cash),Whitefield,Saturday,1,31,Male,No-Show
BK_06046,CUST_1122,Hair Coloring,2500,2025-12-03,2025-12-16,17,13,18,1,0,Online Prepaid,HSR Layout,Tuesday,0,24,Other,Show
BK_06047,CUST_1840,Facial,1500,2026-01-09,2026-01-11,19,2,1,0,0,Pay at Salon (Cash),Indiranagar,Sunday,1,42,Female,No-Show
BK_06048,CUST_1883,Facial,1500,2025-09-03,2025-09-04,17,1,2,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,35,Male,No-Show
BK_06049,CUST_1299,Bridal Package,15000,2025-11-13,2025-11-23,11,10,4,0,0,Card on File,HSR Layout,Sunday,1,36,Female,Show
BK_06050,CUST_1068,Spa & Massage,3000,2026-01-18,2026-01-31,16,13,2,0,0,UPI Prepaid,Koramangala,Saturday,1,43,Female,Show
BK_06051,CUST_0594,Hair Coloring,2500,2025-11-21,2025-11-28,19,7,3,0,0,Card on File,Whitefield,Friday,0,26,Male,Show
BK_06052,CUST_1072,Haircut,500,2026-01-29,2026-02-03,16,5,4,0,0,Card on File,Jayanagar,Tuesday,0,39,Female,No-Show
BK_06053,CUST_1802,Bridal Package,15000,2026-01-24,2026-02-01,12,8,2,0,0,Card on File,HSR Layout,Sunday,1,32,Male,No-Show
BK_06054,CUST_1414,Facial,1500,2025-08-20,2025-09-16,13,27,18,0,1,Pay at Salon (Cash),Koramangala,Tuesday,0,22,Male,Show
BK_06055,CUST_0423,Hair Coloring,2500,2026-01-19,2026-01-20,19,1,4,0,0,Online Prepaid,Koramangala,Tuesday,0,38,Female,Show
BK_06056,CUST_1099,Haircut,500,2026-02-17,2026-02-22,10,5,6,1,0,Pay at Salon (Cash),HSR Layout,Sunday,1,37,Female,Show
BK_06057,CUST_0235,Hair Coloring,2500,2025-11-26,2025-11-29,13,3,4,0,0,UPI Prepaid,Jayanagar,Saturday,1,23,Male,No-Show
BK_06058,CUST_0051,Spa & Massage,3000,2025-12-29,2026-01-13,12,15,3,0,0,Card on File,Whitefield,Tuesday,0,34,Male,Show
BK_06059,CUST_0792,Spa & Massage,3000,2026-02-14,2026-02-17,13,3,3,0,0,Card on File,HSR Layout,Tuesday,0,25,Male,Show
BK_06060,CUST_0090,Hair Coloring,2500,2025-12-16,2025-12-18,11,2,1,0,0,Pay at Salon (Cash),Koramangala,Thursday,0,31,Female,Show
BK_06061,CUST_0373,Facial,1500,2025-12-08,2026-01-06,18,29,1,0,0,Pay at Salon (Cash),Koramangala,Tuesday,0,37,Female,No-Show
BK_06062,CUST_0282,Haircut,500,2025-12-15,2025-12-24,18,9,2,0,0,Pay at Salon (Cash),HSR Layout,Wednesday,0,30,Female,Show
BK_06063,CUST_0332,Bridal Package,15000,2025-09-12,2025-09-15,9,3,3,0,0,Pay at Salon (Cash),HSR Layout,Monday,0,46,Male,Show
BK_06064,CUST_0996,Hair Coloring,2500,2026-01-25,2026-02-03,19,9,9,0,0,Online Prepaid,HSR Layout,Tuesday,0,35,Female,Show
BK_06065,CUST_0060,Facial,1500,2025-12-16,2025-12-18,13,2,5,0,0,Pay at Salon (Cash),Indiranagar,Thursday,0,33,Female,Show
BK_06066,CUST_0359,Facial,1500,2025-10-08,2025-10-13,13,5,5,0,0,Pay at Salon (Cash),Koramangala,Monday,0,23,Male,Show
BK_06067,CUST_0398,Spa & Massage,3000,2025-11-24,2025-11-26,14,2,1,0,0,UPI Prepaid,Indiranagar,Wednesday,0,40,Male,Show
BK_06068,CUST_0848,Hair Treatment,4000,2025-09-18,2025-09-22,9,4,1,0,0,Pay at Salon (Cash),Jayanagar,Monday,0,18,Male,Show
BK_06069,CUST_1648,Haircut,500,2025-09-20,2025-09-21,17,1,6,0,0,UPI Prepaid,Whitefield,Sunday,1,39,Female,Show
BK_06070,CUST_0388,Facial,1500,2026-02-04,2026-02-08,16,4,6,0,0,Card on File,Koramangala,Sunday,1,18,Male,No-Show
BK_06071,CUST_1684,Haircut,500,2025-12-03,2025-12-10,10,7,8,0,0,Card on File,Whitefield,Wednesday,0,43,Female,No-Show
BK_06072,CUST_1781,Facial,1500,2025-09-24,2025-10-23,16,29,5,0,0,Online Prepaid,Koramangala,Thursday,0,21,Male,Show
BK_06073,CUST_0146,Haircut,500,2026-01-10,2026-01-18,20,8,8,0,0,Card on File,Whitefield,Sunday,1,32,Female,No-Show
BK_06074,CUST_0058,Spa & Massage,3000,2026-02-04,2026-02-05,15,1,1,0,0,Pay at Salon (Cash),Indiranagar,Thursday,0,29,Male,No-Show
BK_06075,CUST_1477,Haircut,500,2025-09-24,2025-09-27,12,3,1,0,0,Card on File,Jayanagar,Saturday,1,44,Male,Show
BK_06076,CUST_0929,Hair Coloring,2500,2025-09-20,2025-09-27,19,7,3,0,0,Pay at Salon (Cash),Koramangala,Saturday,1,21,Male,Show
BK_06077,CUST_1196,Hair Treatment,4000,2025-10-24,2025-10-26,13,2,7,0,0,Pay at Salon (Cash),Indiranagar,Sunday,1,29,Female,No-Show
BK_06078,CUST_0021,Haircut,500,2026-02-07,2026-02-08,12,1,4,0,0,Online Prepaid,HSR Layout,Sunday,1,38,Male,Show
BK_06079,CUST_0216,Haircut,500,2025-10-29,2025-11-12,14,14,6,0,0,Pay at Salon (Cash),Whitefield,Wednesday,0,42,Female,No-Show
BK_06080,CUST_0405,Spa & Massage,3000,2026-01-31,2026-02-01,17,1,13,0,0,UPI Prepaid,Koramangala,Sunday,1,49,Female,Show
BK_06081,CUST_1568,Hair Treatment,4000,2025-11-05,2025-11-06,17,1,1,0,0,Card on File,Whitefield,Thursday,0,18,Male,Show
BK_06082,CUST_1892,Hair Treatment,4000,2025-09-05,2025-09-14,11,9,13,0,1,Pay at Salon (Cash),Jayanagar,Sunday,1,42,Male,Show
BK_06083,CUST_1298,Bridal Package,15000,2025-10-02,2025-10-15,17,13,7,0,0,Card on File,Whitefield,Wednesday,0,27,Male,Show
BK_06084,CUST_1012,Spa & Massage,3000,2025-09-04,2025-09-20,20,16,4,0,0,Pay at Salon (Cash),HSR Layout,Saturday,1,28,Male,Show
BK_06085,CUST_1181,Spa & Massage,3000,2026-02-05,2026-02-10,12,5,1,0,0,Pay at Salon (Cash),Jayanagar,Tuesday,0,39,Female,Show
BK_06086,CUST_0567,Hair Coloring,2500,2025-09-30,2025-10-02,20,2,2,0,0,UPI Prepaid,HSR Layout,Thursday,0,40,Female,Show
BK_06087,CUST_0746,Haircut,500,2025-09-05,2025-09-09,20,4,1,0,0,Pay at Salon (Cash),HSR Layout,Tuesday,0,27,Male,Show
BK_06088,CUST_0876,Haircut,500,2025-11-12,2025-11-15,19,3,7,0,0,Online Prepaid,HSR Layout,Saturday,1,31,Male,Show
BK_06089,CUST_1955,Haircut,500,2025-09-09,2025-09-17,9,8,1,0,0,Card on File,HSR Layout,Wednesday,0,21,Male,Show
BK_06090,CUST_0180,Haircut,500,2025-11-26,2025-11-28,16,2,3,0,0,UPI Prepaid,Koramangala,Friday,0,27,Female,Show
BK_06091,CUST_0068,Haircut,500,2025-11-01,2025-11-13,17,12,5,0,0,Pay at Salon (Cash),Indiranagar,Thursday,0,28,Male,Show
BK_06092,CUST_1684,Hair Treatment,4000,2025-10-19,2025-10-23,18,4,8,0,0,UPI Prepaid,Whitefield,Thursday,0,43,Female,Show
BK_06093,CUST_0264,Spa & Massage,3000,2025-12-22,2025-12-29,17,7,4,0,0,UPI Prepaid,Indiranagar,Monday,0,31,Male,Show
BK_06094,CUST_1033,Bridal Package,15000,2026-01-17,2026-01-20,19,3,5,0,0,Card on File,Whitefield,Tuesday,0,40,Female,Show
BK_06095,CUST_0026,Spa & Massage,3000,2025-10-31,2025-11-08,11,8,12,1,0,Pay at Salon (Cash),Koramangala,Saturday,1,33,Female,No-Show
BK_06096,CUST_1044,Hair Coloring,2500,2026-01-13,2026-01-17,10,4,14,0,0,UPI Prepaid,Koramangala,Saturday,1,21,Female,Show
BK_06097,CUST_1928,Facial,1500,2026-01-04,2026-01-10,12,6,1,0,0,Online Prepaid,Whitefield,Saturday,1,28,Male,Show
BK_06098,CUST_1651,Haircut,500,2026-02-04,2026-02-06,12,2,11,0,0,Pay at Salon (Cash),HSR Layout,Friday,0,41,Female,Show
BK_06099,CUST_0882,Haircut,500,2025-12-06,2025-12-09,19,3,5,0,0,Online Prepaid,Koramangala,Tuesday,0,36,Female,Show
BK_06100,CUST_0994,Spa & Massage,3000,2025-08-24,2025-08-31,19,7,1,0,0,Online Prepaid,Koramangala,Sunday,1,18,Male,Show
BK_06101,CUST_0059,Bridal Package,15000,2026-01-11,2026-01-13,18,2,7,0,0,Pay at Salon (Cash),Whitefield,Tuesday,0,31,Female,No-Show
BK_06102,CUST_1538,Haircut,500,2025-11-17,2025-11-29,9,12,1,0,0,UPI Prepaid,Koramangala,Saturday,1,33,Female,Show
BK_06103,CUST_0645,Facial,1500,2026-01-26,2026-01-27,14,1,13,0,1,Online Prepaid,Whitefield,Tuesday,0,51,Male,Show
BK_06104,CUST_1306,Hair Treatment,4000,2025-12-19,2025-12-20,13,1,2,0,0,Online Prepaid,Indiranagar,Saturday,1,32,Male,Show
BK_06105,CUST_1915,Haircut,500,2025-09-11,2025-09-15,11,4,2,0,0,Pay at Salon (Cash),Whitefield,Monday,0,37,Other,No-Show
BK_06106,CUST_1839,Facial,1500,2026-02-02,2026-02-03,18,1,13,0,0,Online Prepaid,Jayanagar,Tuesday,0,30,Female,Show
BK_06107,CUST_0470,Bridal Package,15000,2025-08-30,2025-09-27,10,28,3,0,0,UPI Prepaid,Whitefield,Saturday,1,34,Male,No-Show
BK_06108,CUST_1176,Haircut,500,2026-01-17,2026-01-25,11,8,2,0,0,Card on File,Jayanagar,Sunday,1,39,Female,Show
BK_06109,CUST_1616,Spa & Massage,3000,2026-01-12,2026-01-13,19,1,10,1,1,Pay at Salon (Cash),Whitefield,Tuesday,0,24,Female,Show
BK_06110,CUST_0966,Hair Treatment,4000,2025-10-21,2025-10-25,17,4,6,0,0,Pay at Salon (Cash),HSR Layout,Saturday,1,18,Female,Show
BK_06111,CUST_1434,Spa & Massage,3000,2026-01-27,2026-02-03,12,7,21,0,0,Pay at Salon (Cash),Whitefield,Tuesday,0,48,Female,No-Show
BK_06112,CUST_1601,Haircut,500,2025-09-15,2025-09-19,14,4,8,0,0,Online Prepaid,Jayanagar,Friday,0,36,Male,No-Show
BK_06113,CUST_1601,Haircut,500,2026-02-10,2026-02-14,12,4,8,0,0,Online Prepaid,Koramangala,Saturday,1,36,Male,Show
BK_06114,CUST_0667,Haircut,500,2025-12-07,2025-12-11,19,4,7,0,0,Card on File,HSR Layout,Thursday,0,21,Male,Show
BK_06115,CUST_1474,Hair Treatment,4000,2025-10-11,2025-10-21,11,10,1,0,0,Card on File,Koramangala,Tuesday,0,34,Female,No-Show
BK_06116,CUST_1945,Hair Treatment,4000,2025-08-17,2025-09-02,16,16,2,0,0,UPI Prepaid,HSR Layout,Tuesday,0,34,Female,Show
BK_06117,CUST_1306,Facial,1500,2025-09-12,2025-09-15,19,3,2,0,0,Pay at Salon (Cash),Koramangala,Monday,0,32,Male,Show
BK_06118,CUST_1905,Spa & Massage,3000,2026-02-12,2026-02-15,18,3,4,0,0,Pay at Salon (Cash),HSR Layout,Sunday,1,49,Male,Show
BK_06119,CUST_1441,Hair Coloring,2500,2026-01-25,2026-01-26,12,1,2,0,0,UPI Prepaid,Koramangala,Monday,0,19,Female,No-Show
BK_06120,CUST_0834,Hair Treatment,4000,2025-12-09,2025-12-18,12,9,3,0,0,Online Prepaid,Koramangala,Thursday,0,25,Female,No-Show
BK_06121,CUST_1176,Hair Treatment,4000,2025-11-28,2025-12-05,18,7,2,0,0,Card on File,Koramangala,Friday,0,39,Female,Show
BK_06122,CUST_0748,Spa & Massage,3000,2026-01-20,2026-01-24,13,4,1,0,0,UPI Prepaid,Koramangala,Saturday,1,18,Male,Show
BK_06123,CUST_0423,Hair Treatment,4000,2025-10-04,2025-10-05,11,1,4,0,0,UPI Prepaid,Indiranagar,Sunday,1,38,Female,Show
BK_06124,CUST_0457,Hair Coloring,2500,2025-09-16,2025-09-25,17,9,4,0,0,Pay at Salon (Cash),Whitefield,Thursday,0,37,Other,Show
BK_06125,CUST_0720,Facial,1500,2025-11-01,2025-11-17,18,16,1,0,0,Pay at Salon (Cash),Koramangala,Monday,0,27,Male,Show
BK_06126,CUST_0502,Hair Coloring,2500,2025-10-08,2025-10-12,13,4,5,0,0,Pay at Salon (Cash),Indiranagar,Sunday,1,18,Female,Show
BK_06127,CUST_0313,Spa & Massage,3000,2025-12-29,2026-01-06,16,8,5,0,0,Online Prepaid,HSR Layout,Tuesday,0,26,Female,Show
BK_06128,CUST_1911,Haircut,500,2025-10-13,2025-10-18,13,5,3,0,0,Card on File,HSR Layout,Saturday,1,42,Male,Show
BK_06129,CUST_1780,Spa & Massage,3000,2025-10-18,2025-10-23,16,5,1,0,0,Pay at Salon (Cash),Indiranagar,Thursday,0,39,Female,Show
BK_06130,CUST_0723,Hair Treatment,4000,2025-09-08,2025-09-18,16,10,8,0,0,Card on File,HSR Layout,Thursday,0,43,Female,Show
BK_06131,CUST_0274,Haircut,500,2026-02-17,2026-02-19,20,2,10,0,0,Card on File,Jayanagar,Thursday,0,33,Female,Show
BK_06132,CUST_0243,Spa & Massage,3000,2025-10-01,2025-10-03,18,2,2,0,0,UPI Prepaid,Koramangala,Friday,0,26,Male,Show
BK_06133,CUST_0004,Haircut,500,2025-11-24,2025-11-30,10,6,8,0,0,Online Prepaid,Koramangala,Sunday,1,31,Male,Show
BK_06134,CUST_0653,Haircut,500,2025-12-05,2025-12-06,14,1,2,0,0,Online Prepaid,Indiranagar,Saturday,1,37,Female,Show
BK_06135,CUST_0114,Haircut,500,2025-10-10,2025-10-16,19,6,4,0,0,Pay at Salon (Cash),Jayanagar,Thursday,0,32,Female,Show
BK_06136,CUST_1696,Haircut,500,2025-12-30,2026-01-03,20,4,2,0,0,Pay at Salon (Cash),Indiranagar,Saturday,1,28,Female,Show
BK_06137,CUST_1492,Spa & Massage,3000,2026-02-21,2026-02-22,18,1,6,0,0,UPI Prepaid,Whitefield,Sunday,1,46,Male,Show
BK_06138,CUST_1233,Hair Treatment,4000,2026-01-01,2026-01-13,15,12,1,0,0,Pay at Salon (Cash),HSR Layout,Tuesday,0,34,Male,No-Show
BK_06139,CUST_0414,Hair Coloring,2500,2025-12-14,2025-12-25,20,11,1,0,0,Card on File,Indiranagar,Thursday,0,33,Female,Show
BK_06140,CUST_1582,Bridal Package,15000,2025-09-01,2025-09-10,9,9,1,0,0,Pay at Salon (Cash),Indiranagar,Wednesday,0,51,Female,Show
BK_06141,CUST_0445,Hair Coloring,2500,2025-12-08,2025-12-18,19,10,3,0,0,Online Prepaid,Indiranagar,Thursday,0,54,Male,Show
BK_06142,CUST_1192,Bridal Package,15000,2025-08-24,2025-09-06,18,13,6,0,0,UPI Prepaid,Whitefield,Saturday,1,48,Female,Show
BK_06143,CUST_0784,Hair Coloring,2500,2026-02-05,2026-02-14,13,9,2,0,0,Pay at Salon (Cash),Indiranagar,Saturday,1,43,Male,Show
BK_06144,CUST_1128,Hair Treatment,4000,2025-09-27,2025-09-29,14,2,3,0,0,Online Prepaid,Whitefield,Monday,0,27,Male,No-Show
BK_06145,CUST_0061,Facial,1500,2026-01-09,2026-01-11,15,2,2,0,0,Pay at Salon (Cash),Whitefield,Sunday,1,20,Male,Show
BK_06146,CUST_0464,Haircut,500,2025-11-29,2025-11-30,10,1,3,0,0,Online Prepaid,Koramangala,Sunday,1,48,Female,Show
BK_06147,CUST_1094,Hair Coloring,2500,2025-10-01,2025-10-05,10,4,5,0,0,Card on File,Whitefield,Sunday,1,27,Male,No-Show
BK_06148,CUST_1678,Hair Coloring,2500,2025-12-31,2026-01-08,13,8,1,0,0,Online Prepaid,Whitefield,Thursday,0,44,Male,Show
BK_06149,CUST_0598,Hair Treatment,4000,2025-09-15,2025-09-29,17,14,2,0,0,Online Prepaid,HSR Layout,Monday,0,42,Female,Show
BK_06150,CUST_1297,Haircut,500,2025-09-27,2025-09-29,18,2,2,0,0,Online Prepaid,Koramangala,Monday,0,28,Male,Show
BK_06151,CUST_0844,Haircut,500,2025-08-26,2025-08-29,12,3,23,1,0,Online Prepaid,Whitefield,Friday,0,20,Female,Show
BK_06152,CUST_1574,Hair Coloring,2500,2025-09-09,2025-09-10,19,1,8,0,0,Online Prepaid,HSR Layout,Wednesday,0,39,Male,Show
BK_06153,CUST_0786,Haircut,500,2026-02-04,2026-02-06,9,2,2,0,0,Online Prepaid,Indiranagar,Friday,0,35,Other,Show
BK_06154,CUST_0192,Spa & Massage,3000,2025-12-03,2025-12-06,15,3,2,0,0,Card on File,HSR Layout,Saturday,1,38,Female,Show
BK_06155,CUST_0841,Haircut,500,2025-09-28,2025-10-06,20,8,2,0,0,Pay at Salon (Cash),Koramangala,Monday,0,35,Male,Show
